"","year","geo_county","pop","pop_w","pop_b","pop_h","pop_pl","pop_w_pl","pop_b_pl","pop_h_pl"
"1220",2006,"goliad_county",7006,5632,299,2510,897,646,46,562
"1221",2007,"goliad_county",7006,5632,299,2510,897,646,46,562
"1222",2008,"goliad_county",7006,5632,299,2510,897,646,46,562
"1223",2009,"goliad_county",7006,5632,299,2510,897,646,46,562
"1224",2010,"goliad_county",7161,5803,343,2373,839,526,70,472
"1225",2011,"goliad_county",7188,5660,346,2414,957,622,58,512
"1226",2012,"goliad_county",7223,5440,301,2515,1027,627,30,454
"1227",2013,"goliad_county",7281,5425,252,2548,1046,649,18,427
"1228",2014,"goliad_county",7357,5538,346,2597,1165,710,83,603
"1229",2015,"goliad_county",7410,5350,416,2632,1358,736,113,721
"1230",2016,"goliad_county",7463,5421,412,2634,1246,690,130,636
"1231",2017,"goliad_county",7510,5635,408,2675,1215,663,112,762
"1232",2018,"goliad_county",7531,5917,386,2699,1267,768,96,830
"1233",2005,"gonzales_county",19510,11870,1577,8794,3677,1875,419,2220
"1234",2006,"gonzales_county",19510,11870,1577,8794,3677,1875,419,2220
"1235",2007,"gonzales_county",19510,11870,1577,8794,3677,1875,419,2220
"1236",2008,"gonzales_county",19510,11870,1577,8794,3677,1875,419,2220
"1237",2009,"gonzales_county",19510,11870,1577,8794,3677,1875,419,2220
"1238",2010,"gonzales_county",19635,11417,1628,8875,3792,2050,434,2162
"1239",2011,"gonzales_county",19686,11846,1600,9098,4322,2092,503,2628
"1240",2012,"gonzales_county",19773,11786,1478,9352,4578,2027,462,2860
"1241",2013,"gonzales_county",19920,11735,1439,9575,4283,1714,520,2734
"1242",2014,"gonzales_county",20054,11676,1396,9745,4282,1679,508,2759
"1243",2015,"gonzales_county",20172,11381,1352,9901,4009,1334,548,2658
"1244",2016,"gonzales_county",20370,11556,1268,10108,3443,1131,473,2319
"1245",2017,"gonzales_county",20558,11598,1396,10293,3469,1154,440,2387
"1246",2018,"gonzales_county",20667,12748,1381,10436,3189,1385,394,2171
"1247",2005,"gray_county",21791,18101,1241,4248,3529,2960,135,1554
"1248",2006,"gray_county",21791,18101,1241,4248,3529,2960,135,1554
"1249",2007,"gray_county",21791,18101,1241,4248,3529,2960,135,1554
"1250",2008,"gray_county",21791,18101,1241,4248,3529,2960,135,1554
"1251",2009,"gray_county",21791,18101,1241,4248,3529,2960,135,1554
"1252",2010,"gray_county",22497,19284,1043,4849,3024,2499,71,1316
"1253",2011,"gray_county",22628,19646,1138,5139,3032,2345,163,1316
"1254",2012,"gray_county",22731,19880,1095,5424,3100,2560,175,1486
"1255",2013,"gray_county",22777,19656,983,5640,3061,2432,111,1551
"1256",2014,"gray_county",22771,19691,1023,5812,2866,2453,70,1288
"1257",2015,"gray_county",22983,19728,1093,6068,2824,2459,82,1176
"1258",2016,"gray_county",23028,19510,1066,6300,3359,2884,111,1539
"1259",2017,"gray_county",22962,19520,1039,6412,3169,2592,153,1290
"1260",2018,"gray_county",22685,19337,1007,6465,3309,2652,151,1384
"1261",2005,"grayson_county",117913,100092,6681,11522,15202,10988,1571,3025
"1262",2006,"grayson_county",117913,100092,6681,11522,15202,10988,1571,3025
"1263",2007,"grayson_county",117913,100092,6681,11522,15202,10988,1571,3025
"1264",2008,"grayson_county",117913,100092,6681,11522,15202,10988,1571,3025
"1265",2009,"grayson_county",117913,100092,6681,11522,15202,10988,1571,3025
"1266",2010,"grayson_county",119111,100476,6579,12485,15562,11651,1367,2975
"1267",2011,"grayson_county",119949,101064,6695,13133,16895,12746,1543,3150
"1268",2012,"grayson_county",120641,102182,6914,13564,18115,13384,2272,3570
"1269",2013,"grayson_county",121292,104034,6980,14083,18645,14124,2396,3200
"1270",2014,"grayson_county",121975,104887,7069,14560,18771,14094,2243,3468
"1271",2015,"grayson_county",122780,106650,7325,15071,19420,14585,2543,3773
"1272",2016,"grayson_county",124231,107803,7235,15356,18877,14377,2510,3395
"1273",2017,"grayson_county",126146,109796,7055,15999,17605,14213,1821,3085
"1274",2018,"grayson_county",128560,111479,7057,16817,17383,13895,1728,3306
"1275",2005,"gregg_county",116901,82898,23282,15203,18231,9533,6164,5052
"1276",2006,"gregg_county",116901,82898,23282,15203,18231,9533,6164,5052
"1277",2007,"gregg_county",116901,82898,23282,15203,18231,9533,6164,5052
"1278",2008,"gregg_county",116901,82898,23282,15203,18231,9533,6164,5052
"1279",2009,"gregg_county",116901,82898,23282,15203,18231,9533,6164,5052
"1280",2010,"gregg_county",119525,84516,23875,17928,19204,9674,6984,5568
"1281",2011,"gregg_county",120728,86261,24514,19019,19397,9883,7376,5325
"1282",2012,"gregg_county",121451,88247,24389,19839,19848,11151,6931,5550
"1283",2013,"gregg_county",122258,90188,24733,20593,20865,12050,7527,5634
"1284",2014,"gregg_county",122736,91230,24910,21230,22841,13390,8370,6045
"1285",2015,"gregg_county",123178,91980,24814,21824,21769,12865,8018,5339
"1286",2016,"gregg_county",123283,91711,24837,22025,21785,12772,7944,5218
"1287",2017,"gregg_county",123402,91756,25101,22449,21028,12133,7565,5302
"1288",2018,"gregg_county",123494,91969,25062,22916,21029,11928,7628,5720
"1289",2005,"grimes_county",25621,18870,4521,4764,3356,2174,1030,771
"1290",2006,"grimes_county",25621,18870,4521,4764,3356,2174,1030,771
"1291",2007,"grimes_county",25621,18870,4521,4764,3356,2174,1030,771
"1292",2008,"grimes_county",25621,18870,4521,4764,3356,2174,1030,771
"1293",2009,"grimes_county",25621,18870,4521,4764,3356,2174,1030,771
"1294",2010,"grimes_county",26208,19497,4395,5279,3577,2297,1148,792
"1295",2011,"grimes_county",26455,19489,4515,5494,3647,2290,1190,848
"1296",2012,"grimes_county",26564,19101,4425,5680,3515,1734,1468,564
"1297",2013,"grimes_county",26663,19474,4435,5815,4475,2535,1603,841
"1298",2014,"grimes_county",26812,19999,4184,5938,4434,2904,1317,1022
"1299",2015,"grimes_county",26961,20136,4304,6105,4701,2920,1597,1006
"1300",2016,"grimes_county",27140,20435,4366,6250,4819,3151,1443,1102
"1301",2017,"grimes_county",27358,21088,4323,6468,4444,2960,1125,1245
"1302",2018,"grimes_county",27630,21641,4253,6616,4600,3326,929,1570
"1303",2005,"guadalupe_county",112267,90132,6722,39036,11094,7725,1137,5984
"1304",2006,"guadalupe_county",112267,90132,6722,39036,11094,7725,1137,5984
"1305",2007,"guadalupe_county",112267,90132,6722,39036,11094,7725,1137,5984
"1306",2008,"guadalupe_county",112267,90132,6722,39036,11094,7725,1137,5984
"1307",2009,"guadalupe_county",112267,90132,6722,39036,11094,7725,1137,5984
"1308",2010,"guadalupe_county",122728,101707,7403,43287,11721,9075,1142,6143
"1309",2011,"guadalupe_county",127499,106602,7850,45297,12106,9595,1020,6624
"1310",2012,"guadalupe_county",131945,111231,8256,47280,12624,10136,966,7089
"1311",2013,"guadalupe_county",135940,114548,8881,49038,13035,10351,1124,7071
"1312",2014,"guadalupe_county",139709,115158,9550,50790,13366,9984,1271,7058
"1313",2015,"guadalupe_county",143460,112850,10305,52644,13924,9665,1102,7609
"1314",2016,"guadalupe_county",147313,110958,10521,54412,15190,9436,1098,8483
"1315",2017,"guadalupe_county",150889,109719,11675,56319,15774,9360,1469,8886
"1316",2018,"guadalupe_county",155137,112036,12304,58462,14519,8500,1494,7714
"1317",2005,"hale_county",35535,28577,1851,18721,5754,4581,282,4194
"1318",2006,"hale_county",35535,28577,1851,18721,5754,4581,282,4194
"1319",2007,"hale_county",35535,28577,1851,18721,5754,4581,282,4194
"1320",2008,"hale_county",35535,28577,1851,18721,5754,4581,282,4194
"1321",2009,"hale_county",35535,28577,1851,18721,5754,4581,282,4194
"1322",2010,"hale_county",36041,28875,1888,19546,6063,4602,262,4538
"1323",2011,"hale_county",36108,29717,1770,19885,6470,5259,260,4816
"1324",2012,"hale_county",36153,30074,1660,20262,6865,5644,386,5097
"1325",2013,"hale_county",36150,30384,1661,20531,7374,6096,397,5643
"1326",2014,"hale_county",35925,30083,1534,20620,7976,6429,423,5955
"1327",2015,"hale_county",35504,29843,1742,20563,7548,6241,454,5630
"1328",2016,"hale_county",35007,29772,1551,20428,6740,5588,332,5221
"1329",2017,"hale_county",34527,29583,1695,20291,6358,5315,261,4957
"1330",2018,"hale_county",34113,29237,1637,20153,5918,4992,210,4355
"1331",2005,"hall_county",3455,2576,272,1085,963,505,149,513
"1332",2006,"hall_county",3455,2576,272,1085,963,505,149,513
"1333",2007,"hall_county",3455,2576,272,1085,963,505,149,513
"1334",2008,"hall_county",3455,2576,272,1085,963,505,149,513
"1335",2009,"hall_county",3455,2576,272,1085,963,505,149,513
"1336",2010,"hall_county",3424,2621,252,1033,943,543,114,565
"1337",2011,"hall_county",3385,2592,244,1056,861,537,85,514
"1338",2012,"hall_county",3337,2899,191,1097,932,721,91,528
"1339",2013,"hall_county",3310,2810,176,1112,774,618,14,377
"1340",2014,"hall_county",3270,2735,232,1112,773,596,93,371
"1341",2015,"hall_county",3203,2616,239,1092,844,655,108,402
"1342",2016,"hall_county",3162,2592,221,1075,889,710,81,385
"1343",2017,"hall_county",3102,2433,241,1060,673,555,78,285
"1344",2018,"hall_county",3074,2489,250,1057,699,585,81,312
"1345",2005,"hamilton_county",8051,7713,0,763,1024,896,0,190
"1346",2006,"hamilton_county",8051,7713,0,763,1024,896,0,190
"1347",2007,"hamilton_county",8051,7713,0,763,1024,896,0,190
"1348",2008,"hamilton_county",8051,7713,0,763,1024,896,0,190
"1349",2009,"hamilton_county",8051,7713,0,763,1024,896,0,190
"1350",2010,"hamilton_county",8473,8316,0,789,942,880,0,137
"1351",2011,"hamilton_county",8491,8351,51,828,1025,996,0,158
"1352",2012,"hamilton_county",8448,8341,39,891,987,969,9,135
"1353",2013,"hamilton_county",8410,8318,54,900,1025,1012,13,246
"1354",2014,"hamilton_county",8330,8161,65,902,968,926,11,189
"1355",2015,"hamilton_county",8266,8015,84,924,1159,1080,13,278
"1356",2016,"hamilton_county",8232,7921,59,947,1174,1091,15,330
"1357",2017,"hamilton_county",8220,7863,55,987,1273,1174,1,513
"1358",2018,"hamilton_county",8269,7845,42,1019,1303,1172,12,410
"1359",2005,"hansford_county",5246,4066,11,2235,810,444,0,632
"1360",2006,"hansford_county",5246,4066,11,2235,810,444,0,632
"1361",2007,"hansford_county",5246,4066,11,2235,810,444,0,632
"1362",2008,"hansford_county",5246,4066,11,2235,810,444,0,632
"1363",2009,"hansford_county",5246,4066,11,2235,810,444,0,632
"1364",2010,"hansford_county",5470,4485,35,2228,725,581,0,559
"1365",2011,"hansford_county",5524,4637,29,2309,725,626,0,530
"1366",2012,"hansford_county",5556,4918,9,2408,951,854,0,721
"1367",2013,"hansford_county",5566,5185,5,2453,934,885,0,699
"1368",2014,"hansford_county",5540,5078,6,2472,1030,974,0,821
"1369",2015,"hansford_county",5559,5245,7,2515,939,921,0,694
"1370",2016,"hansford_county",5552,5100,13,2534,1096,974,0,934
"1371",2017,"hansford_county",5532,5098,17,2569,1017,877,0,838
"1372",2018,"hansford_county",5547,5055,20,2618,883,729,0,697
"1373",2005,"hardeman_county",4112,3181,558,690,522,438,66,151
"1374",2006,"hardeman_county",4112,3181,558,690,522,438,66,151
"1375",2007,"hardeman_county",4112,3181,558,690,522,438,66,151
"1376",2008,"hardeman_county",4112,3181,558,690,522,438,66,151
"1377",2009,"hardeman_county",4112,3181,558,690,522,438,66,151
"1378",2010,"hardeman_county",4226,3521,396,710,809,615,158,303
"1379",2011,"hardeman_county",4181,3602,351,789,911,748,128,391
"1380",2012,"hardeman_county",4124,3404,350,831,937,707,155,318
"1381",2013,"hardeman_county",4087,3478,370,893,1074,819,186,493
"1382",2014,"hardeman_county",4050,3393,373,864,955,688,193,380
"1383",2015,"hardeman_county",3992,3401,355,813,585,479,67,179
"1384",2016,"hardeman_county",3952,3322,327,911,606,456,103,224
"1385",2017,"hardeman_county",3990,3457,285,850,548,421,82,250
"1386",2018,"hardeman_county",3952,3411,280,851,494,383,54,264
"1387",2005,"hardin_county",51804,46836,3566,2085,6240,5095,907,433
"1388",2006,"hardin_county",51804,46836,3566,2085,6240,5095,907,433
"1389",2007,"hardin_county",51804,46836,3566,2085,6240,5095,907,433
"1390",2008,"hardin_county",51804,46836,3566,2085,6240,5095,907,433
"1391",2009,"hardin_county",51804,46836,3566,2085,6240,5095,907,433
"1392",2010,"hardin_county",53220,48365,3166,2235,6336,5219,906,346
"1393",2011,"hardin_county",53984,48828,3271,2372,6131,5130,845,344
"1394",2012,"hardin_county",54497,49554,3212,2459,6554,5721,672,519
"1395",2013,"hardin_county",54945,49877,3179,2601,5940,5133,569,285
"1396",2014,"hardin_county",55215,49992,3242,2753,6616,5265,1196,369
"1397",2015,"hardin_county",55375,50446,3216,2872,6684,5433,1105,464
"1398",2016,"hardin_county",55624,51251,3091,2879,6480,5280,1058,539
"1399",2017,"hardin_county",55993,51450,3199,3003,6669,5358,1215,322
"1400",2018,"hardin_county",56379,51670,3205,3142,7010,5864,1117,556
"1401",2005,"harris_county",3909790,2394660,718074,1502324,646456,321517,175283,349467
"1402",2006,"harris_county",3909790,2394660,718074,1502324,646456,321517,175283,349467
"1403",2007,"harris_county",3909790,2394660,718074,1502324,646456,321517,175283,349467
"1404",2008,"harris_county",3909790,2394660,718074,1502324,646456,321517,175283,349467
"1405",2009,"harris_county",3909790,2394660,718074,1502324,646456,321517,175283,349467
"1406",2010,"harris_county",3950999,2384428,750562,1563194,655742,326823,176832,360515
"1407",2011,"harris_county",4025409,2464110,759849,1621065,690967,357623,178719,389864
"1408",2012,"harris_county",4101752,2563910,775085,1671262,725651,391727,182375,416408
"1409",2013,"harris_county",4182285,2634618,790585,1717940,765948,425754,189489,439574
"1410",2014,"harris_county",4269608,2682615,807519,1766483,778703,431730,192645,446634
"1411",2015,"harris_county",4356362,2749811,821686,1810720,774568,433105,194397,440312
"1412",2016,"harris_county",4434257,2804918,839349,1855604,763456,431823,186476,434613
"1413",2017,"harris_county",4525519,2864288,857122,1910535,751985,427941,183516,428340
"1414",2018,"harris_county",4602523,2892342,875347,1958963,739100,416346,177288,423123
"1415",2005,"harrison_county",63528,45968,14573,5437,10334,5266,4160,1578
"1416",2006,"harrison_county",63528,45968,14573,5437,10334,5266,4160,1578
"1417",2007,"harrison_county",63528,45968,14573,5437,10334,5266,4160,1578
"1418",2008,"harrison_county",63528,45968,14573,5437,10334,5266,4160,1578
"1419",2009,"harrison_county",63528,45968,14573,5437,10334,5266,4160,1578
"1420",2010,"harrison_county",64484,47406,14365,6412,9456,4783,4006,1252
"1421",2011,"harrison_county",64999,48017,14959,6873,9110,4547,4177,1208
"1422",2012,"harrison_county",65958,48546,14956,7253,10179,4768,4986,1478
"1423",2013,"harrison_county",66467,48930,15020,7602,10284,5164,4437,1763
"1424",2014,"harrison_county",66971,48661,14847,7885,10618,5364,4335,1948
"1425",2015,"harrison_county",66417,48436,14389,8050,11151,6283,3994,2242
"1426",2016,"harrison_county",66431,48547,14184,8193,11499,6394,4120,2465
"1427",2017,"harrison_county",66606,48617,14192,8467,11605,6191,4191,2402
"1428",2018,"harrison_county",66645,49105,14084,8627,10488,5905,3724,2106
"1429",2005,"hartley_county",5089,4113,423,916,212,201,0,82
"1430",2006,"hartley_county",5089,4113,423,916,212,201,0,82
"1431",2007,"hartley_county",5089,4113,423,916,212,201,0,82
"1432",2008,"hartley_county",5089,4113,423,916,212,201,0,82
"1433",2009,"hartley_county",5089,4113,423,916,212,201,0,82
"1434",2010,"hartley_county",5963,4910,421,1269,415,316,0,296
"1435",2011,"hartley_county",5974,5028,401,1326,358,219,0,284
"1436",2012,"hartley_county",6015,5114,433,1402,334,207,0,269
"1437",2013,"hartley_county",6076,5098,490,1461,395,225,0,317
"1438",2014,"hartley_county",6091,5122,485,1518,410,187,0,350
"1439",2015,"hartley_county",6121,5121,516,1564,295,198,1,210
"1440",2016,"hartley_county",5966,5044,496,1515,326,259,1,222
"1441",2017,"hartley_county",5821,4796,495,1527,347,284,1,244
"1442",2018,"hartley_county",5767,4725,498,1524,266,208,1,178
"1443",2005,"haskell_county",5185,4083,215,1241,1037,716,168,308
"1444",2006,"haskell_county",5185,4083,215,1241,1037,716,168,308
"1445",2007,"haskell_county",5185,4083,215,1241,1037,716,168,308
"1446",2008,"haskell_county",5185,4083,215,1241,1037,716,168,308
"1447",2009,"haskell_county",5185,4083,215,1241,1037,716,168,308
"1448",2010,"haskell_county",5842,4597,304,1327,1094,681,193,306
"1449",2011,"haskell_county",5877,4691,264,1362,956,615,186,258
"1450",2012,"haskell_county",5891,4745,255,1424,1077,789,99,283
"1451",2013,"haskell_county",5885,4970,256,1434,990,742,98,302
"1452",2014,"haskell_county",5875,5104,201,1451,1072,903,30,305
"1453",2015,"haskell_county",5853,5166,191,1474,1030,854,55,319
"1454",2016,"haskell_county",5812,5256,179,1543,1000,880,31,303
"1455",2017,"haskell_county",5806,5214,183,1605,958,835,44,364
"1456",2018,"haskell_county",5809,5148,194,1665,1053,893,70,356
"1457",2005,"hays_county",141371,102388,6129,45781,23885,15937,1511,9113
"1458",2006,"hays_county",141371,102388,6129,45781,23885,15937,1511,9113
"1459",2007,"hays_county",141371,102388,6129,45781,23885,15937,1511,9113
"1460",2008,"hays_county",141371,102388,6129,45781,23885,15937,1511,9113
"1461",2009,"hays_county",141371,102388,6129,45781,23885,15937,1511,9113
"1462",2010,"hays_county",146439,108939,5435,50032,22731,14919,1496,9809
"1463",2011,"hays_county",152827,116356,5206,53188,23771,15632,1353,10943
"1464",2012,"hays_county",158464,125452,5297,56102,25440,17676,1415,12100
"1465",2013,"hays_county",164144,134472,5623,58903,26750,19843,1108,12653
"1466",2014,"hays_county",170410,141909,5882,61863,28239,22003,883,13345
"1467",2015,"hays_county",177562,150565,6265,65150,28783,23807,878,13992
"1468",2016,"hays_county",185686,162209,6823,68832,28863,25010,900,14141
"1469",2017,"hays_county",194843,170450,7364,73608,28737,24878,897,14028
"1470",2018,"hays_county",204150,179579,8168,78334,29497,25972,956,14115
"1471",2005,"hemphill_county",3363,3181,0,516,476,363,0,82
"1472",2006,"hemphill_county",3363,3181,0,516,476,363,0,82
"1473",2007,"hemphill_county",3363,3181,0,516,476,363,0,82
"1474",2008,"hemphill_county",3363,3181,0,516,476,363,0,82
"1475",2009,"hemphill_county",3363,3181,0,516,476,363,0,82
"1476",2010,"hemphill_county",3668,3331,0,808,617,440,0,282
"1477",2011,"hemphill_county",3758,3357,4,917,613,352,0,309
"1478",2012,"hemphill_county",3863,3400,5,1171,732,425,0,365
"1479",2013,"hemphill_county",3959,3545,4,1276,458,259,0,260
"1480",2014,"hemphill_county",4032,3483,5,1370,523,274,0,386
"1481",2015,"hemphill_county",4115,3581,43,1358,502,304,0,384
"1482",2016,"hemphill_county",4151,3687,49,1446,484,385,0,362
"1483",2017,"hemphill_county",4152,3841,32,1461,363,356,0,323
"1484",2018,"hemphill_county",4061,3766,35,1455,564,558,0,519
