"","year","geo_county","pop","pop_w","pop_b","pop_h","pop_pl","pop_w_pl","pop_b_pl","pop_h_pl"
"821",2013,"deaf_smith_county",19307,16850,169,13187,3600,2838,34,3232
"822",2014,"deaf_smith_county",19331,17042,190,13352,3643,2872,32,3291
"823",2015,"deaf_smith_county",19245,16911,193,13440,3955,3074,31,3468
"824",2016,"deaf_smith_county",19039,16540,236,13458,3235,2451,23,2739
"825",2017,"deaf_smith_county",18947,16544,221,13574,3373,2747,13,2899
"826",2018,"deaf_smith_county",18899,16893,194,13659,3248,2866,36,2785
"827",2005,"delta_county",5434,4799,385,280,807,603,156,71
"828",2006,"delta_county",5434,4799,385,280,807,603,156,71
"829",2007,"delta_county",5434,4799,385,280,807,603,156,71
"830",2008,"delta_county",5434,4799,385,280,807,603,156,71
"831",2009,"delta_county",5434,4799,385,280,807,603,156,71
"832",2010,"delta_county",5248,4600,405,262,758,601,136,67
"833",2011,"delta_county",5220,4587,412,272,1036,802,199,78
"834",2012,"delta_county",5240,4594,428,302,932,690,190,110
"835",2013,"delta_county",5237,4496,433,328,921,651,214,76
"836",2014,"delta_county",5239,4455,450,345,1045,710,250,135
"837",2015,"delta_county",5223,4434,454,357,1177,757,332,151
"838",2016,"delta_county",5226,4444,455,351,1110,727,319,136
"839",2017,"delta_county",5172,4459,411,357,1168,838,298,105
"840",2018,"delta_county",5215,4571,391,380,1218,955,238,68
"841",2005,"denton_county",611842,484887,45265,101497,48332,32914,6099,14009
"842",2006,"denton_county",611842,484887,45265,101497,48332,32914,6099,14009
"843",2007,"denton_county",611842,484887,45265,101497,48332,32914,6099,14009
"844",2008,"denton_county",611842,484887,45265,101497,48332,32914,6099,14009
"845",2009,"denton_county",611842,484887,45265,101497,48332,32914,6099,14009
"846",2010,"denton_county",628084,491458,48964,109914,49150,33270,6176,15574
"847",2011,"denton_county",648470,505389,52345,116342,50388,33764,6745,16245
"848",2012,"denton_county",667934,517920,55003,121560,55596,36619,8336,17771
"849",2013,"denton_county",687857,537423,58107,126857,59068,39483,8598,19595
"850",2014,"denton_county",708627,551219,60946,132267,61925,41432,9276,19573
"851",2015,"denton_county",731851,564568,65397,137951,63220,41451,9440,19739
"852",2016,"denton_county",754650,578108,68449,142619,64613,43241,8805,21365
"853",2017,"denton_county",781321,592740,72394,149286,64503,44505,7915,23429
"854",2018,"denton_county",807047,605355,76648,155047,64291,44065,8531,21594
"855",2005,"dewitt_county",19821,15088,2238,5947,3006,2058,371,1330
"856",2006,"dewitt_county",19821,15088,2238,5947,3006,2058,371,1330
"857",2007,"dewitt_county",19821,15088,2238,5947,3006,2058,371,1330
"858",2008,"dewitt_county",19821,15088,2238,5947,3006,2058,371,1330
"859",2009,"dewitt_county",19821,15088,2238,5947,3006,2058,371,1330
"860",2010,"dewitt_county",20025,14600,2114,6162,2981,1974,269,1405
"861",2011,"dewitt_county",20052,14171,1961,6303,2679,1671,204,1336
"862",2012,"dewitt_county",20156,13779,1920,6513,2757,1422,232,1452
"863",2013,"dewitt_county",20269,14096,1920,6654,2495,1369,253,1226
"864",2014,"dewitt_county",20397,14286,1992,6788,2535,1320,304,1383
"865",2015,"dewitt_county",20540,14521,2062,6911,2817,1288,392,1588
"866",2016,"dewitt_county",20660,14335,2060,7017,3038,1479,511,1534
"867",2017,"dewitt_county",20474,13888,1895,7062,2975,1642,488,1333
"868",2018,"dewitt_county",20435,13574,1905,7132,2971,1605,412,1414
"869",2005,"dickens_county",2479,1956,97,851,602,356,6,372
"870",2006,"dickens_county",2479,1956,97,851,602,356,6,372
"871",2007,"dickens_county",2479,1956,97,851,602,356,6,372
"872",2008,"dickens_county",2479,1956,97,851,602,356,6,372
"873",2009,"dickens_county",2479,1956,97,851,602,356,6,372
"874",2010,"dickens_county",2441,2015,95,726,497,292,3,306
"875",2011,"dickens_county",2427,2035,120,683,410,215,0,268
"876",2012,"dickens_county",2399,2082,131,659,445,329,0,276
"877",2013,"dickens_county",2382,2063,114,648,393,300,5,246
"878",2014,"dickens_county",2339,2072,125,588,331,279,11,196
"879",2015,"dickens_county",2281,2015,139,602,417,379,14,238
"880",2016,"dickens_county",2237,2008,95,625,391,340,17,201
"881",2017,"dickens_county",2224,2000,69,614,345,273,33,143
"882",2018,"dickens_county",2216,2023,68,673,360,301,28,163
"883",2005,"dimmit_county",9833,8165,48,8274,3491,3035,0,3282
"884",2006,"dimmit_county",9833,8165,48,8274,3491,3035,0,3282
"885",2007,"dimmit_county",9833,8165,48,8274,3491,3035,0,3282
"886",2008,"dimmit_county",9833,8165,48,8274,3491,3035,0,3282
"887",2009,"dimmit_county",9833,8165,48,8274,3491,3035,0,3282
"888",2010,"dimmit_county",9908,8413,43,8379,3507,3058,0,3310
"889",2011,"dimmit_county",9937,8705,16,8443,3238,2844,2,3081
"890",2012,"dimmit_county",10054,9374,57,8624,2680,2560,2,2491
"891",2013,"dimmit_county",10270,9679,81,8810,2691,2593,1,2158
"892",2014,"dimmit_county",10537,9898,66,9052,2184,2115,1,1911
"893",2015,"dimmit_county",10682,10182,49,9160,2003,1940,2,1747
"894",2016,"dimmit_county",10842,10111,33,9340,2504,2284,2,2232
"895",2017,"dimmit_county",10822,10135,6,9362,3237,3023,2,2970
"896",2018,"dimmit_county",10663,9507,5,9244,3148,2835,1,3115
"897",2005,"donley_county",3703,3301,185,320,504,435,43,76
"898",2006,"donley_county",3703,3301,185,320,504,435,43,76
"899",2007,"donley_county",3703,3301,185,320,504,435,43,76
"900",2008,"donley_county",3703,3301,185,320,504,435,43,76
"901",2009,"donley_county",3703,3301,185,320,504,435,43,76
"902",2010,"donley_county",3655,3329,152,282,345,297,31,62
"903",2011,"donley_county",3624,3362,194,249,416,320,95,54
"904",2012,"donley_county",3652,3400,175,317,499,399,94,87
"905",2013,"donley_county",3620,3368,187,338,557,444,101,66
"906",2014,"donley_county",3636,3369,205,356,500,380,107,56
"907",2015,"donley_county",3588,3313,203,362,585,447,110,78
"908",2016,"donley_county",3506,3228,142,363,481,410,27,76
"909",2017,"donley_county",3433,3153,129,365,468,409,24,79
"910",2018,"donley_county",3387,3039,172,373,458,416,20,81
"911",2005,"duval_county",12199,9501,155,10687,3465,2742,11,3205
"912",2006,"duval_county",12199,9501,155,10687,3465,2742,11,3205
"913",2007,"duval_county",12199,9501,155,10687,3465,2742,11,3205
"914",2008,"duval_county",12199,9501,155,10687,3465,2742,11,3205
"915",2009,"duval_county",12199,9501,155,10687,3465,2742,11,3205
"916",2010,"duval_county",11999,9252,203,10436,2598,1997,0,2392
"917",2011,"duval_county",11873,9538,214,10369,2515,2055,11,2360
"918",2012,"duval_county",11821,10752,164,10411,2371,2251,7,2268
"919",2013,"duval_county",11740,10841,84,10364,2169,2077,3,2097
"920",2014,"duval_county",11644,10018,105,10301,2610,2049,38,2487
"921",2015,"duval_county",11577,9923,99,10250,2617,2176,41,2479
"922",2016,"duval_county",11510,9791,148,10256,2675,2159,63,2495
"923",2017,"duval_county",11434,9841,165,10211,2731,2307,45,2587
"924",2018,"duval_county",11355,9884,191,10135,2751,2339,47,2635
"925",2005,"eastland_county",18260,16358,612,2635,3618,3250,7,1188
"926",2006,"eastland_county",18260,16358,612,2635,3618,3250,7,1188
"927",2007,"eastland_county",18260,16358,612,2635,3618,3250,7,1188
"928",2008,"eastland_county",18260,16358,612,2635,3618,3250,7,1188
"929",2009,"eastland_county",18260,16358,612,2635,3618,3250,7,1188
"930",2010,"eastland_county",18560,16755,554,2569,3701,3426,20,1091
"931",2011,"eastland_county",18577,16785,430,2638,3424,3064,120,936
"932",2012,"eastland_county",18519,17031,368,2712,3563,3286,86,1035
"933",2013,"eastland_county",18465,17332,337,2755,3300,3141,106,914
"934",2014,"eastland_county",18403,17130,514,2793,3586,3210,192,729
"935",2015,"eastland_county",18328,17027,520,2712,3162,2736,198,602
"936",2016,"eastland_county",18252,17040,387,2852,3054,2757,15,787
"937",2017,"eastland_county",18278,16797,411,2923,3023,2649,0,1087
"938",2018,"eastland_county",18270,16775,673,2963,3565,3197,133,1261
"939",2005,"ector_county",128988,105528,5453,63976,21419,16315,1802,12967
"940",2006,"ector_county",128988,105528,5453,63976,21419,16315,1802,12967
"941",2007,"ector_county",128988,105528,5453,63976,21419,16315,1802,12967
"942",2008,"ector_county",128988,105528,5453,63976,21419,16315,1802,12967
"943",2009,"ector_county",128988,105528,5453,63976,21419,16315,1802,12967
"944",2010,"ector_county",133015,109970,5542,67644,21778,16450,1617,13788
"945",2011,"ector_county",135545,113334,5686,70358,21537,16475,1457,14052
"946",2012,"ector_county",138193,117399,5928,73284,21426,16851,1466,14369
"947",2013,"ector_county",141542,121235,5932,76718,22080,17313,1423,14760
"948",2014,"ector_county",144932,122535,6227,80169,20788,15789,1447,14321
"949",2015,"ector_county",149557,127624,6352,84533,19162,15368,1198,13246
"950",2016,"ector_county",153177,130130,6561,88372,18777,14620,1527,13216
"951",2017,"ector_county",155744,128171,6858,91475,18882,14039,1420,13222
"952",2018,"ector_county",158342,127857,7254,94453,18481,13750,1040,13371
"953",2005,"edwards_county",1908,1815,0,969,403,403,0,285
"954",2006,"edwards_county",1908,1815,0,969,403,403,0,285
"955",2007,"edwards_county",1908,1815,0,969,403,403,0,285
"956",2008,"edwards_county",1908,1815,0,969,403,403,0,285
"957",2009,"edwards_county",1908,1815,0,969,403,403,0,285
"958",2010,"edwards_county",2029,1924,0,1085,496,496,0,349
"959",2011,"edwards_county",2023,1922,3,1124,416,416,0,345
"960",2012,"edwards_county",2023,1943,5,1126,394,394,0,321
"961",2013,"edwards_county",2070,2026,6,1095,379,356,0,348
"962",2014,"edwards_county",2037,1994,15,997,321,302,0,286
"963",2015,"edwards_county",1906,1860,3,972,205,184,0,195
"964",2016,"edwards_county",2028,1992,2,1100,156,135,0,131
"965",2017,"edwards_county",2111,2088,0,1201,147,130,0,120
"966",2018,"edwards_county",2055,2049,0,1194,136,136,0,102
"967",2005,"el_paso_county",729396,566462,20434,593297,190232,150650,3348,175429
"968",2006,"el_paso_county",729396,566462,20434,593297,190232,150650,3348,175429
"969",2007,"el_paso_county",729396,566462,20434,593297,190232,150650,3348,175429
"970",2008,"el_paso_county",729396,566462,20434,593297,190232,150650,3348,175429
"971",2009,"el_paso_county",729396,566462,20434,593297,190232,150650,3348,175429
"972",2010,"el_paso_county",772280,603386,22523,632410,194454,151511,3818,178834
"973",2011,"el_paso_county",787410,622468,23694,644844,193656,149713,4099,178773
"974",2012,"el_paso_county",801115,643658,25217,655623,189223,147523,4350,174016
"975",2013,"el_paso_county",813015,657330,26516,663256,186223,144859,4140,171205
"976",2014,"el_paso_county",823862,672899,27991,670946,189586,149093,4131,174584
"977",2015,"el_paso_county",831095,688335,29361,675674,185728,150254,4233,170741
"978",2016,"el_paso_county",833592,690665,29082,681709,183925,151085,3985,169527
"979",2017,"el_paso_county",834825,677126,28711,686173,177980,141999,3464,162913
"980",2018,"el_paso_county",837654,672260,28724,690189,175171,136762,3374,159374
"981",2005,"ellis_county",142348,112057,13326,32099,15911,9404,2717,6987
"982",2006,"ellis_county",142348,112057,13326,32099,15911,9404,2717,6987
"983",2007,"ellis_county",142348,112057,13326,32099,15911,9404,2717,6987
"984",2008,"ellis_county",142348,112057,13326,32099,15911,9404,2717,6987
"985",2009,"ellis_county",142348,112057,13326,32099,15911,9404,2717,6987
"986",2010,"ellis_county",143502,114958,12500,32453,15993,9584,2865,7299
"987",2011,"ellis_county",146997,120093,12818,34026,16455,10779,2554,8279
"988",2012,"ellis_county",149712,123150,13233,35244,15914,11174,2193,8202
"989",2013,"ellis_county",152020,125136,13530,36361,17768,12713,2318,8961
"990",2014,"ellis_county",154447,126853,13717,37587,18294,12873,2533,9371
"991",2015,"ellis_county",157058,127684,14518,38824,18755,12818,2652,9834
"992",2016,"ellis_county",160225,130401,15097,40134,17458,11837,2601,7800
"993",2017,"ellis_county",164092,133647,15286,41791,17014,11900,2367,7438
"994",2018,"ellis_county",168838,137354,16415,43737,15481,10751,2455,6615
"995",2005,"erath_county",35454,30722,374,6212,7314,5835,116,1788
"996",2006,"erath_county",35454,30722,374,6212,7314,5835,116,1788
"997",2007,"erath_county",35454,30722,374,6212,7314,5835,116,1788
"998",2008,"erath_county",35454,30722,374,6212,7314,5835,116,1788
"999",2009,"erath_county",35454,30722,374,6212,7314,5835,116,1788
"1000",2010,"erath_county",37142,31870,408,6764,6975,5812,148,1637
"1001",2011,"erath_county",37525,32314,398,7015,6983,5660,152,1984
"1002",2012,"erath_county",38192,33456,416,7300,8007,6540,174,2387
"1003",2013,"erath_county",38744,34701,473,7555,8268,7109,152,2379
"1004",2014,"erath_county",39291,35752,548,7724,8982,8057,189,2469
"1005",2015,"erath_county",40039,36382,585,7975,9340,8323,197,2714
"1006",2016,"erath_county",40641,37319,651,8217,9500,8585,245,2745
"1007",2017,"erath_county",41016,37586,690,8439,8807,8287,223,2306
"1008",2018,"erath_county",41482,37175,699,8671,8359,7501,269,2197
"1009",2005,"falls_county",17048,11020,4391,3204,3615,1663,1622,900
"1010",2006,"falls_county",17048,11020,4391,3204,3615,1663,1622,900
"1011",2007,"falls_county",17048,11020,4391,3204,3615,1663,1622,900
"1012",2008,"falls_county",17048,11020,4391,3204,3615,1663,1622,900
"1013",2009,"falls_county",17048,11020,4391,3204,3615,1663,1622,900
"1014",2010,"falls_county",17799,11900,4303,3442,3860,2170,1510,751
"1015",2011,"falls_county",17799,12144,4549,3557,3761,2272,1285,923
"1016",2012,"falls_county",17756,12351,4386,3698,3339,1816,1373,930
"1017",2013,"falls_county",17719,12205,4330,3780,3326,1746,1390,895
"1018",2014,"falls_county",17524,12217,4394,3811,3446,1966,1361,1028
"1019",2015,"falls_county",17410,12293,4313,3850,3417,1857,1419,1203
"1020",2016,"falls_county",17265,12396,4209,3887,3756,2264,1452,1343
"1021",2017,"falls_county",17289,12358,4266,3939,3917,2435,1411,1359
"1022",2018,"falls_county",17299,12489,4212,3987,3955,2423,1472,1289
"1023",2005,"fannin_county",32884,28788,2470,2496,4768,3629,622,763
"1024",2006,"fannin_county",32884,28788,2470,2496,4768,3629,622,763
"1025",2007,"fannin_county",32884,28788,2470,2496,4768,3629,622,763
"1026",2008,"fannin_county",32884,28788,2470,2496,4768,3629,622,763
"1027",2009,"fannin_county",32884,28788,2470,2496,4768,3629,622,763
"1028",2010,"fannin_county",33765,29424,2477,3055,4658,3431,565,762
"1029",2011,"fannin_county",33853,29675,2448,3184,4825,3756,521,646
"1030",2012,"fannin_county",33867,29744,2295,3270,5057,3884,643,635
"1031",2013,"fannin_county",33819,29582,2408,3335,5353,4150,728,700
"1032",2014,"fannin_county",33775,29626,2366,3400,5479,4231,775,840
"1033",2015,"fannin_county",33748,29600,2296,3474,5305,4108,631,772
"1034",2016,"fannin_county",33757,29734,2283,3516,5078,3976,661,679
"1035",2017,"fannin_county",33787,29583,2189,3580,4580,3678,461,629
"1036",2018,"fannin_county",34175,29964,2133,3752,3897,3055,396,471
"1037",2005,"fayette_county",22620,19828,1453,3717,2400,1844,233,780
"1038",2006,"fayette_county",22620,19828,1453,3717,2400,1844,233,780
"1039",2007,"fayette_county",22620,19828,1453,3717,2400,1844,233,780
"1040",2008,"fayette_county",22620,19828,1453,3717,2400,1844,233,780
"1041",2009,"fayette_county",22620,19828,1453,3717,2400,1844,233,780
"1042",2010,"fayette_county",24175,21392,1599,4197,2591,2067,309,970
"1043",2011,"fayette_county",24397,21699,1695,4392,3028,2539,366,1149
"1044",2012,"fayette_county",24557,22146,1771,4573,3476,2818,518,1196
"1045",2013,"fayette_county",24662,22387,1750,4682,2786,2349,305,756
"1046",2014,"fayette_county",24725,22404,1764,4768,2787,2320,316,828
"1047",2015,"fayette_county",24849,22373,1797,4877,3021,2373,495,803
"1048",2016,"fayette_county",24909,22469,1600,4953,2630,2096,412,578
"1049",2017,"fayette_county",24963,22571,1489,5098,2220,1755,367,354
"1050",2018,"fayette_county",25066,22619,1592,5212,2698,2066,581,549
"1051",2005,"fisher_county",4028,3207,174,1058,599,331,121,294
"1052",2006,"fisher_county",4028,3207,174,1058,599,331,121,294
"1053",2007,"fisher_county",4028,3207,174,1058,599,331,121,294
"1054",2008,"fisher_county",4028,3207,174,1058,599,331,121,294
"1055",2009,"fisher_county",4028,3207,174,1058,599,331,121,294
"1056",2010,"fisher_county",4057,3256,147,917,551,336,88,247
"1057",2011,"fisher_county",4067,3327,186,964,539,316,91,281
"1058",2012,"fisher_county",3963,3269,179,1100,551,383,47,302
"1059",2013,"fisher_county",3924,3347,133,1161,660,501,47,369
"1060",2014,"fisher_county",3882,3479,123,1073,540,429,39,254
"1061",2015,"fisher_county",3858,3452,136,1197,666,525,46,358
"1062",2016,"fisher_county",3847,3453,138,1203,752,595,55,423
"1063",2017,"fisher_county",3875,3527,111,1156,666,517,50,335
"1064",2018,"fisher_county",3883,3467,114,1185,617,429,48,263
"1065",2005,"floyd_county",6683,5750,241,3250,1516,1228,22,1288
"1066",2006,"floyd_county",6683,5750,241,3250,1516,1228,22,1288
"1067",2007,"floyd_county",6683,5750,241,3250,1516,1228,22,1288
"1068",2008,"floyd_county",6683,5750,241,3250,1516,1228,22,1288
"1069",2009,"floyd_county",6683,5750,241,3250,1516,1228,22,1288
"1070",2010,"floyd_county",6599,5786,133,3360,1568,1295,0,1337
"1071",2011,"floyd_county",6507,5743,165,3376,1381,1177,0,1061
"1072",2012,"floyd_county",6439,5728,150,3442,1463,1232,27,1100
"1073",2013,"floyd_county",6371,5803,156,3450,1269,1149,22,922
"1074",2014,"floyd_county",6263,5760,180,3438,1414,1276,66,1105
"1075",2015,"floyd_county",6178,5658,181,3446,1375,1241,69,1025
"1076",2016,"floyd_county",6088,5631,170,3479,1330,1214,51,1168
"1077",2017,"floyd_county",5953,5597,162,3440,1076,1016,34,960
"1078",2018,"floyd_county",5872,5460,230,3429,1114,1029,79,1006
"1079",2005,"foard_county",1324,1179,50,256,365,330,0,108
"1080",2006,"foard_county",1324,1179,50,256,365,330,0,108
"1081",2007,"foard_county",1324,1179,50,256,365,330,0,108
"1082",2008,"foard_county",1324,1179,50,256,365,330,0,108
"1083",2009,"foard_county",1324,1179,50,256,365,330,0,108
"1084",2010,"foard_county",1379,1228,48,297,319,292,0,104
"1085",2011,"foard_county",1286,1153,19,251,270,236,0,105
"1086",2012,"foard_county",1273,1171,10,234,233,217,0,99
"1087",2013,"foard_county",1133,1072,10,147,169,169,0,76
"1088",2014,"foard_county",1159,1044,12,169,78,78,0,35
"1089",2015,"foard_county",1197,1085,35,139,114,114,0,30
"1090",2016,"foard_county",1320,1171,26,216,89,83,0,21
"1091",2017,"foard_county",1414,1191,31,306,78,73,0,24
"1092",2018,"foard_county",1408,1212,25,288,95,89,0,39
"1093",2005,"fort_bend_county",508099,284987,105709,118630,40426,18361,11147,16565
"1094",2006,"fort_bend_county",508099,284987,105709,118630,40426,18361,11147,16565
"1095",2007,"fort_bend_county",508099,284987,105709,118630,40426,18361,11147,16565
"1096",2008,"fort_bend_county",508099,284987,105709,118630,40426,18361,11147,16565
"1097",2009,"fort_bend_county",508099,284987,105709,118630,40426,18361,11147,16565
"1098",2010,"fort_bend_county",541983,292878,116895,127356,42631,20304,11289,17258
"1099",2011,"fort_bend_county",565295,307725,121971,134069,46346,22976,11364,20326
"1100",2012,"fort_bend_county",587666,317324,125758,139823,48097,24271,11950,21152
"1101",2013,"fort_bend_county",608939,324701,129926,145240,50841,25412,12521,22981
"1102",2014,"fort_bend_county",632946,336627,133455,151616,54401,26335,13159,25059
"1103",2015,"fort_bend_county",658331,345668,137227,158162,53761,26362,12429,24955
"1104",2016,"fort_bend_county",683756,356027,141901,164065,55523,26245,12875,24843
"1105",2017,"fort_bend_county",711421,371815,146619,171949,56959,26572,13624,25159
"1106",2018,"fort_bend_county",739342,385103,152327,179653,57565,26373,13425,25556
"1107",2005,"franklin_county",10915,9743,642,1459,1649,1165,300,529
"1108",2006,"franklin_county",10915,9743,642,1459,1649,1165,300,529
"1109",2007,"franklin_county",10915,9743,642,1459,1649,1165,300,529
"1110",2008,"franklin_county",10915,9743,642,1459,1649,1165,300,529
"1111",2009,"franklin_county",10915,9743,642,1459,1649,1165,300,529
"1112",2010,"franklin_county",10675,9770,512,1271,1567,1175,275,412
"1113",2011,"franklin_county",10633,9784,526,1313,1394,990,284,390
"1114",2012,"franklin_county",10593,9763,503,1348,1460,1098,234,475
"1115",2013,"franklin_county",10611,9880,486,1370,1500,1271,216,466
"1116",2014,"franklin_county",10600,9759,473,1389,1442,1114,269,371
"1117",2015,"franklin_county",10599,9459,536,1415,1726,1173,306,553
"1118",2016,"franklin_county",10571,9458,457,1445,1759,1282,252,494
"1119",2017,"franklin_county",10639,9423,485,1479,1582,1142,227,322
"1120",2018,"franklin_county",10679,9184,414,1515,899,571,137,159
"1121",2005,"freestone_county",18936,13977,3456,2127,2649,1373,936,456
"1122",2006,"freestone_county",18936,13977,3456,2127,2649,1373,936,456
"1123",2007,"freestone_county",18936,13977,3456,2127,2649,1373,936,456
"1124",2008,"freestone_county",18936,13977,3456,2127,2649,1373,936,456
"1125",2009,"freestone_county",18936,13977,3456,2127,2649,1373,936,456
"1126",2010,"freestone_county",19461,14604,3360,2362,2841,1538,949,626
"1127",2011,"freestone_county",19573,14458,3460,2517,2535,1475,731,653
"1128",2012,"freestone_county",19631,15053,3251,2705,2726,1881,647,939
"1129",2013,"freestone_county",19657,15563,3271,2775,2820,2092,602,931
"1130",2014,"freestone_county",19661,15756,3248,2799,3085,2154,771,1168
"1131",2015,"freestone_county",19586,15629,3174,2829,2683,1990,506,1040
"1132",2016,"freestone_county",19585,15765,3118,2822,2988,1996,733,938
"1133",2017,"freestone_county",19646,15900,3187,2891,3122,2099,816,833
"1134",2018,"freestone_county",19709,15965,3128,2984,3105,1911,950,906
"1135",2005,"frio_county",16136,13876,505,11966,3002,2547,28,2609
"1136",2006,"frio_county",16136,13876,505,11966,3002,2547,28,2609
"1137",2007,"frio_county",16136,13876,505,11966,3002,2547,28,2609
"1138",2008,"frio_county",16136,13876,505,11966,3002,2547,28,2609
"1139",2009,"frio_county",16136,13876,505,11966,3002,2547,28,2609
"1140",2010,"frio_county",16956,14452,544,12907,3238,2813,43,2978
"1141",2011,"frio_county",17090,14709,618,13111,3243,2790,50,2916
"1142",2012,"frio_county",17265,15002,562,13418,3329,2887,39,3070
"1143",2013,"frio_county",17522,14883,532,13658,3570,2897,2,3213
"1144",2014,"frio_county",17847,13990,696,13922,3259,2445,1,2916
"1145",2015,"frio_county",18168,13312,760,14184,3321,2297,2,3006
"1146",2016,"frio_county",18542,13342,690,14528,3333,2412,0,2974
"1147",2017,"frio_county",19110,13630,788,15006,3227,2410,0,2824
"1148",2018,"frio_county",19394,14505,854,15279,3169,2475,0,2827
"1149",2005,"gaines_county",14840,12663,216,5803,2374,1834,23,1404
"1150",2006,"gaines_county",14840,12663,216,5803,2374,1834,23,1404
"1151",2007,"gaines_county",14840,12663,216,5803,2374,1834,23,1404
"1152",2008,"gaines_county",14840,12663,216,5803,2374,1834,23,1404
"1153",2009,"gaines_county",14840,12663,216,5803,2374,1834,23,1404
"1154",2010,"gaines_county",16658,14756,217,5966,2986,2540,25,1598
"1155",2011,"gaines_county",17123,15499,193,6222,3231,2999,26,1769
"1156",2012,"gaines_county",17572,15761,190,6528,2971,2546,18,1698
"1157",2013,"gaines_county",18019,16429,258,6762,3000,2531,1,1597
"1158",2014,"gaines_county",18496,16814,291,7082,2727,2220,1,1485
"1159",2015,"gaines_county",18916,17295,349,7412,2177,1744,1,1069
"1160",2016,"gaines_county",19485,17861,455,7742,2076,1650,29,1025
"1161",2017,"gaines_county",19889,18607,484,8066,2180,1968,52,911
"1162",2018,"gaines_county",20321,19033,447,8375,2875,2675,77,1233
"1163",2005,"galveston_county",282440,215894,40504,58960,35996,21995,10465,10605
"1164",2006,"galveston_county",282440,215894,40504,58960,35996,21995,10465,10605
"1165",2007,"galveston_county",282440,215894,40504,58960,35996,21995,10465,10605
"1166",2008,"galveston_county",282440,215894,40504,58960,35996,21995,10465,10605
"1167",2009,"galveston_county",282440,215894,40504,58960,35996,21995,10465,10605
"1168",2010,"galveston_county",286326,220576,40055,61877,36056,22679,9608,11464
"1169",2011,"galveston_county",289658,226028,40477,63928,37162,24132,9767,11898
"1170",2012,"galveston_county",292874,229774,40685,65767,36813,23843,9993,11088
"1171",2013,"galveston_county",296669,232601,40236,67765,38856,25496,9939,12972
"1172",2014,"galveston_county",302276,236399,40672,70050,39916,24884,10321,14393
"1173",2015,"galveston_county",308163,240126,41017,72332,41985,26657,10153,15537
"1174",2016,"galveston_county",314485,245054,41083,74081,41948,26646,9885,16159
"1175",2017,"galveston_county",321184,250913,41271,76806,43721,28347,9329,17515
"1176",2018,"galveston_county",327089,255662,41265,79406,42158,28410,8629,16359
"1177",2005,"garza_county",4743,4120,114,2839,825,642,0,729
"1178",2006,"garza_county",4743,4120,114,2839,825,642,0,729
"1179",2007,"garza_county",4743,4120,114,2839,825,642,0,729
"1180",2008,"garza_county",4743,4120,114,2839,825,642,0,729
"1181",2009,"garza_county",4743,4120,114,2839,825,642,0,729
"1182",2010,"garza_county",6204,5372,179,3463,966,761,0,767
"1183",2011,"garza_county",6319,5325,313,3797,904,690,0,712
"1184",2012,"garza_county",6295,5364,342,3502,816,666,0,563
"1185",2013,"garza_county",6356,5508,365,3484,626,531,1,391
"1186",2014,"garza_county",6337,5416,398,3463,491,372,4,279
"1187",2015,"garza_county",6410,5445,318,3590,432,306,4,261
"1188",2016,"garza_county",6614,5633,237,3652,624,475,72,400
"1189",2017,"garza_county",6739,5716,307,3639,646,536,52,498
"1190",2018,"garza_county",6288,5234,272,3272,778,644,121,505
"1191",2005,"gillespie_county",23488,22437,58,4258,1568,1314,0,566
"1192",2006,"gillespie_county",23488,22437,58,4258,1568,1314,0,566
"1193",2007,"gillespie_county",23488,22437,58,4258,1568,1314,0,566
"1194",2008,"gillespie_county",23488,22437,58,4258,1568,1314,0,566
"1195",2009,"gillespie_county",23488,22437,58,4258,1568,1314,0,566
"1196",2010,"gillespie_county",24197,23306,14,4583,1890,1697,0,682
"1197",2011,"gillespie_county",24524,23595,55,4766,2180,2066,12,796
"1198",2012,"gillespie_county",24777,23863,81,4983,2251,2239,5,1055
"1199",2013,"gillespie_county",25003,24047,85,5146,2951,2914,2,1277
"1200",2014,"gillespie_county",25179,24281,58,5281,3270,3196,1,1403
"1201",2015,"gillespie_county",25398,24070,86,5426,2791,2724,2,1180
"1202",2016,"gillespie_county",25732,24205,54,5613,2725,2528,2,1223
"1203",2017,"gillespie_county",25939,24031,34,5849,3175,2829,1,1409
"1204",2018,"gillespie_county",26208,23870,33,6006,2946,2373,2,1478
"1205",2005,"glasscock_county",1408,1225,50,467,163,145,0,161
"1206",2006,"glasscock_county",1408,1225,50,467,163,145,0,161
"1207",2007,"glasscock_county",1408,1225,50,467,163,145,0,161
"1208",2008,"glasscock_county",1408,1225,50,467,163,145,0,161
"1209",2009,"glasscock_county",1408,1225,50,467,163,145,0,161
"1210",2010,"glasscock_county",1317,1147,59,376,148,132,0,140
"1211",2011,"glasscock_county",1179,1055,41,207,60,41,0,26
"1212",2012,"glasscock_county",1255,1181,33,350,41,41,0,8
"1213",2013,"glasscock_county",1176,1115,36,303,49,49,0,0
"1214",2014,"glasscock_county",1190,1147,0,346,46,46,0,0
"1215",2015,"glasscock_county",1180,1066,0,402,40,40,0,0
"1216",2016,"glasscock_county",1253,1111,0,467,66,66,0,0
"1217",2017,"glasscock_county",1420,1096,0,576,165,111,0,70
"1218",2018,"glasscock_county",1430,1009,0,626,136,61,0,98
"1219",2005,"goliad_county",7006,5632,299,2510,897,646,46,562
